contract,block,timestamp,txHash,from,to,gasUsed,gasPrice,status
Stepn_GST,21122168,2024-11-05 14:52:59,1a8e7333d050c7b7b3ed06dace77b1a8fc0730fe79e54b45c95fdc0822e7c2dd,0x9a731948Ad615D3E47399829B1d6b15b578A76B3,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,168470,20864500626,1
Stepn_GST,21122640,2024-11-05 16:27:59,f56aa844b1215eef3364cbbe4d82adfbc941c6492af8176c836350b81ffba719,0x4694951310659fEb7A5C345DE2f45b987a984246,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,176801,12866541107,1
Stepn_GST,21122932,2024-11-05 17:26:47,7887a54498187cd274f12f4636a7ca8b68b6a95b7dfc4d52e7194ee01147092a,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52347,15316224997,1
Stepn_GST,21122936,2024-11-05 17:27:35,95e70cd95cbd3d98a130c71261f7b92b7c0000d19991ec249d86ed3e04c26f65,0x73f25B3965aa0074e314777f8C587158E40925Df,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,176789,15695016278,1
Stepn_GST,21125468,2024-11-06 01:56:47,1e6bf6fcd72e86b75af3ebe50118ad09b70f0dcb6cd472475cae2f66f475e73a,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52347,12108475802,1
Stepn_GST,21125479,2024-11-06 01:58:59,75a9ae3f196581385991c1ce94dc9cf18672cda702c5b1974eff8a3fb6911b12,0x2ea677cEDd8C3740be461520B8505534339dA4Ce,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,180770,12315396516,1
Stepn_GST,21127224,2024-11-06 07:49:11,d4e8821073b6f6b02c2870984742edb3f7163bc3ea91ed717dc1fe781ce1cca6,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52359,35040531458,1
Stepn_GST,21127226,2024-11-06 07:49:35,8e0633bcf0aea1c74cb9f6e127288760108e18862ba22b9c304de8cb0394775b,0xE96e49d2F35e919Bb6E6Ac4c44e1C35865DF2B23,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,176801,40173271092,1
Stepn_GST,21128066,2024-11-06 10:38:59,4d566e0de264da9f6add4e4cb388371b670771e61e9a60201ef770c80273ec32,0xE09DcfeC6ebcBC4e02AB1BD5C63dB841C6bD5Fdf,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,176813,14602551301,1
Stepn_GST,21128342,2024-11-06 11:34:35,0b2d7637953aeb0157fd0c906e3428c67e0db6500753ba1c6e8a1ece5b22e611,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,35259,15730659860,1
Stepn_GST,21128358,2024-11-06 11:37:47,71341e6b7bd19530ba571434c4915a3e7da48c9af3e71e26ea1405e535f40d80,0xdb2cCDd35e15a87c776260626A87a32cBf815773,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,176801,17613388138,1
Stepn_GST,21128667,2024-11-06 12:39:47,f2223636f95632f5150b07352bc390091d3dd61a9bfc66709cd150b95df51bd2,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52359,20451241712,1
Stepn_GST,21128669,2024-11-06 12:40:23,b745e009d71b87acec0e10731af5518bf184b76a1537fe010d11bc604a216cff,0x5a2d9C56C463ac7c0C367a35164BF1c06C82F591,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,180782,21903077522,1
Stepn_GST,21129874,2024-11-06 16:42:47,46b12fc7a5e39034a58d33589609023e3a8312757caac0fcbb57742f60b871e0,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52359,18901584046,1
Stepn_GST,21129888,2024-11-06 16:45:35,51d3c8e2e2a2d5e18934f04d5218a9fed42e8906c520bd06d3bd172d73864d08,0xc9f9e1D25c8EC127C074eCe41ef83a886b02D8AB,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,176801,19653082296,1
Stepn_GST,21131335,2024-11-06 21:35:59,f65825be46cfe7daf5e431886c3b6ec93ea75dfb9ef5016fbe9313a21c26d891,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52371,25707007606,1
Stepn_GST,21131339,2024-11-06 21:36:47,cc2468e492d119cb6e4f1e9ab4e6de130f22e0fa7011c14a3ca6a91c2a36a3cc,0x527e1C55AbE27C789D6433a48674e11c70084C39,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,176825,28388238378,1
Stepn_GST,21133063,2024-11-07 03:23:23,8cdf8325efe4632452e93d099555b08e2118faa5d91cb648f2f56e5d6afb936a,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52371,15995690432,1
Stepn_GST,21133114,2024-11-07 03:33:35,75400cae1c1616df4da2a2918f179cff5f348822d082db1a2b387b969a64436f,0x71DDe2198a144954aCceDd30f99A8a8abf520a8B,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,123604,16767399946,1
Stepn_GST,21133266,2024-11-07 04:03:59,56a6b4910f4a6e444c6192557b9f77765f232f7cfd2af6bbd59e4de87fb646e5,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52359,13431787436,1
Stepn_GST,21133269,2024-11-07 04:04:35,4e40efe5f025632db42a6a253316e730a006ef88321a004ddd520872572c8ae3,0x144f3eb90c668e2EcFcDAB84A0C0872b0A3E3671,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,163682,13774578375,1
Stepn_GST,21134660,2024-11-07 08:43:59,a67de3699c412da8dd041b385ed1a8e8975c908b06928c229ec08b171bf99843,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52359,9379221312,1
Stepn_GST,21134671,2024-11-07 08:46:11,0c86d81e9d30ac6669fbea164e086f88e8b3f7109664e42ba4de7a3a31ec51f4,0xca5278090C9514bCAd330B2eD4F61a97a8985898,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,176801,9220338609,1
Stepn_GST,21134769,2024-11-07 09:05:59,e3a0210f429637bcb44e0b884cb990a8ee258595b23a004d6a10d9d3e8a40df6,0x9d718C5D395228Bc7b4a795D0d297797aD161ee2,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,168598,21929007508,1
Stepn_GST,21134775,2024-11-07 09:07:11,ec3edd1be1f6edf7ebfe2d1e0cea6af8e12cf2c16a5b286742b95ed121e786c0,0x9d718C5D395228Bc7b4a795D0d297797aD161ee2,0x473037de59cf9484632f4A27B509CFE8d4a31404,30459,24120079048,1
Stepn_GST,21135740,2024-11-07 12:21:11,0e1d54ea5524fa2d72239e53cb2805899325e703d8dcc57b1feeeb6d9de8116b,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52347,18046772448,1
Stepn_GST,21135860,2024-11-07 12:45:35,95371a2ed3e767efeee1f4be249faa5792df90f20ebaf2cbd6d6499174aca50d,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,37208,14133932690,1
Stepn_GST,21135862,2024-11-07 12:46:11,1dc72bbb4882ae7470b1f120146f81b5aa44d07c0093e8db5175ca98abaacdec,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,34344,13895157429,1
Stepn_GST,21135865,2024-11-07 12:46:47,307fa550a90fdbdbae466c62f1ce60c204f6cd97e049099b6102f2791659f999,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,34344,15005564868,1
Stepn_GST,21135867,2024-11-07 12:47:11,8cb7a7e8e6473bed6207a4e18556cf242d41dbebf0ec00f478d1f9756d96425b,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,37208,14396812476,1
Stepn_GST,21135869,2024-11-07 12:47:35,c83ec9a07901ba9f43ffcdaec5600a9aa2bbc123b972d8a7b280b2eb2329f6f4,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,37196,14704543277,1
Stepn_GST,21135870,2024-11-07 12:47:47,32cf510241b65ee9bdf7e3032981a78ce6badb2db64beaf3ae29160aef3b3641,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,37208,14744114542,1
Stepn_GST,21135872,2024-11-07 12:48:11,5fca515d61fc4650a38a156650b1f9bcb387badbe288cfca446e11c65616b524,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,34344,14207291624,1
Stepn_GST,21135874,2024-11-07 12:48:35,8f0283df775596e988a3d9e37474c8162ce8d50af644f7c11f7a24c372649df8,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,34344,15012019619,1
Stepn_GST,21136382,2024-11-07 14:30:23,9cdd6edf17e083d88f3e6aa21110f204779466236e836187b5d8ec283362579b,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52347,15996722097,1
Stepn_GST,21136385,2024-11-07 14:30:59,558e077489aeecc1b7dacbb3f123e9bbbe64b9ada1de73ef825d9845b9f1c053,0x5CFe09CE45348E6b499f372465d873fD2582A1a3,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,180770,19084555221,1
Stepn_GST,21137175,2024-11-07 17:10:59,ba9950214a672c82401f88388d15d877c15e545803b555119d8238c8e0b04ce5,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52359,19338849612,1
Stepn_GST,21137557,2024-11-07 18:27:47,d3fc98407eb5a44db322b143de30b410b540288d2e01dea6b8ffbdd7910b9d02,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,35259,26484852440,1
Stepn_GST,21141722,2024-11-08 08:27:23,a12f8f5555b3fd7a28ce5e71d5bd1da602b94cd7fdee680bd4d0cd5c241e71c6,0x01820915DDFf5b0A4769411b471eAB58Afa1D55e,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,319483,8587339952,1
Stepn_GST,21141722,2024-11-08 08:27:23,a12f8f5555b3fd7a28ce5e71d5bd1da602b94cd7fdee680bd4d0cd5c241e71c6,0x01820915DDFf5b0A4769411b471eAB58Afa1D55e,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,319483,8587339952,1
Stepn_GST,21141722,2024-11-08 08:27:23,a12f8f5555b3fd7a28ce5e71d5bd1da602b94cd7fdee680bd4d0cd5c241e71c6,0x01820915DDFf5b0A4769411b471eAB58Afa1D55e,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,319483,8587339952,1
Stepn_GST,21141726,2024-11-08 08:28:11,b613fdec1f1b3eaa98360d67aff799292aaba3750314fe67e77ea65ba98ce04c,0x01820915DDFf5b0A4769411b471eAB58Afa1D55e,0x473037de59cf9484632f4A27B509CFE8d4a31404,30459,10577471422,1
Stepn_GST,21142327,2024-11-08 10:28:47,34c013c93c50266876957300f217615b48919f4071895308eab9a1da956c56cd,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52347,10251192175,1
Stepn_GST,21142332,2024-11-08 10:29:47,dedddcbd53fafdca87ab0b32f5d5ef0d8563a9c6d76249328414d24ac19993a4,0x26d382205e8E00402815Ee78Cc5055BcDa32E33b,0x473037de59cf9484632f4A27B509CFE8d4a31404,35247,10920652399,1
Stepn_GST,21142354,2024-11-08 10:34:11,32c5a787805dc6f81a3864027db7bc9b5dcc173ac5167ce35fc0d5d7c340242c,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52359,10331169020,1
Stepn_GST,21142360,2024-11-08 10:35:23,b2393074f2d089d22e807da3d0e8c64308a7ca73fa97f9f35c3e59232c83a09a,0xF5bDbb2483f55f35b46C00d4f48dBe97C0569812,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,163682,10348527570,1
Stepn_GST,21142417,2024-11-08 10:46:47,bd1cab9c58f936d58234d9f2bc53fc8cdedd20aea17166bf7203098162f80e0a,0x26d382205e8E00402815Ee78Cc5055BcDa32E33b,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,106492,13767754560,1
Stepn_GST,21142451,2024-11-08 10:53:35,c30372c274e4c6ce247b70182cffdb477f8990defcb19b519af4cff968f93e54,0xF95C2Ed9475F9bCBF2E54faE5E4DCcc3E713A08c,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,163682,15563682034,1
Stepn_GST,21142834,2024-11-08 12:10:35,24efd6fc1a0dfd98eda908380797bd839b5a4530d334da0d1464772298bdc5a1,0x0E948067fbe95D2077838D7569C8846187EeB5c7,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,187500,20751261848,1
Stepn_GST,21142837,2024-11-08 12:11:11,e00347bb02e9b141f4a749f06783f2d60e0390a09e98e783d115b9b93d4dd178,0x0E948067fbe95D2077838D7569C8846187EeB5c7,0x473037de59cf9484632f4A27B509CFE8d4a31404,30459,22197186767,1
Stepn_GST,21143028,2024-11-08 12:49:47,a7091802eaeed6633cd4571bd22acd3e5e903ebc604230e904958d59d906fb2b,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52347,19880305861,1
Stepn_GST,21143258,2024-11-08 13:36:11,b6b16c4a41655ef9cc84f0ea12f5d30bae4cb9184f3e98f31cfa42187908438c,0x1F02Dca61e8F3c6931695782E2893997dDA32Ed4,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,176789,19822387236,1
Stepn_GST,21143411,2024-11-08 14:06:47,09d844d59f980523b653ce7004928435fc5708cb967dd438fea8f9826df0eb5b,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52359,22142674969,1
Stepn_GST,21143414,2024-11-08 14:07:23,c84d9e46a2d2311a7f4cab40e481de8a5c0f8665e1ee91867dd5341668ee605f,0x5959fc86e9F6b86D7afedAFF529db8d9D6177271,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,180782,25931500418,1
Stepn_GST,21143499,2024-11-08 14:24:23,9a50efc01693d85b4db279867af71eaf472921b24254954a54231449a208ce7c,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52359,25253392289,1
Stepn_GST,21143502,2024-11-08 14:24:59,050f64a5d6eb2c79f075ac27efe78cd1e8f042b1a165a85912066cedbe67e6b3,0x39387D9A92AD9344A5D235215c868420dED36f57,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,163682,28019703549,1
Stepn_GST,21144681,2024-11-08 18:21:23,e91b9023f86fc7d13182a2a07115b8cd8f060d6b5e68dd2cbf71f26fba31b249,0x5aB2748D64692DaF0CDca4c55693f11930b5dCBf,0x0000000000001fF3684f28c67538d4D072C22734,296560,13309794948,1
Stepn_GST,21144681,2024-11-08 18:21:23,e91b9023f86fc7d13182a2a07115b8cd8f060d6b5e68dd2cbf71f26fba31b249,0x5aB2748D64692DaF0CDca4c55693f11930b5dCBf,0x0000000000001fF3684f28c67538d4D072C22734,296560,13309794948,1
Stepn_GST,21144681,2024-11-08 18:21:23,e91b9023f86fc7d13182a2a07115b8cd8f060d6b5e68dd2cbf71f26fba31b249,0x5aB2748D64692DaF0CDca4c55693f11930b5dCBf,0x0000000000001fF3684f28c67538d4D072C22734,296560,13309794948,1
Stepn_GST,21144681,2024-11-08 18:21:23,e91b9023f86fc7d13182a2a07115b8cd8f060d6b5e68dd2cbf71f26fba31b249,0x5aB2748D64692DaF0CDca4c55693f11930b5dCBf,0x0000000000001fF3684f28c67538d4D072C22734,296560,13309794948,1
Stepn_GST,21144735,2024-11-08 18:32:23,6cf82a1dd7e1f0fe57b534c65e5aedb9239847e3432cb5882172942205007732,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,35259,19217445109,1
Stepn_GST,21148237,2024-11-09 06:14:59,dec5649371dbdd250d7873bbe0975d0d0270a14bad28821355456bf687adbbcf,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52359,13022481736,1
Stepn_GST,21148247,2024-11-09 06:16:59,a6c6a8aa3b47bc40899cbe493ab28af97fd74c1d6a74b752e6edd1b1b36a4b77,0x572C9Edb5FCF073Ae2e02724cb79E94c941c3Dd0,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,176789,12271424087,1
Stepn_GST,21148371,2024-11-09 06:41:47,8ab3191a53bf052086628ff693d6ff91630267eb7496dceee4c4a6ba38e12edf,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52371,11531284030,1
Stepn_GST,21148378,2024-11-09 06:43:11,37b2733ad1092ad4b341c46aca2b3901a3d6bf871f4b21a914547f1c93743684,0x3bf08c7C73305B0DC66779A0aF338058607057c7,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,123616,11594224143,1
Stepn_GST,21148541,2024-11-09 07:15:59,efd52d8f605040b379bcb7bc65bccb7c792e2ca0c06460136875a93039b568a9,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52347,9371805736,1
Stepn_GST,21148563,2024-11-09 07:20:23,19559998061d35ca0b4401299ad936c67d62d2f4aba53229afaa4f3c19fd870d,0x91653Da27F13b74a9C5cbc34b82d9Db34854c90C,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,176789,9494031580,1
Stepn_GST,21148600,2024-11-09 07:27:47,be44a45359eb1caa301b4c1a5479a77ee0280a449a79edaa0da4f5c3d149af9a,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52371,8845404324,1
Stepn_GST,21148602,2024-11-09 07:28:11,22807f09ce79e69221a5e904bb77173f059cf803ce30d05ca1cc14442baac1c6,0x187f1764de688B16dAE572A3495C65aF3ce9d384,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,123616,9050865921,1
Stepn_GST,21149158,2024-11-09 09:19:47,502e0d43ec476178445a8f3d8428f237402666aa3c8beb5018005c058c5a8e6d,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52359,10707071864,1
Stepn_GST,21150220,2024-11-09 12:52:35,941a2f370fba40250f0cb90d805ac49968b20bc3760a5e69c0428ba0de66f078,0x5aB2748D64692DaF0CDca4c55693f11930b5dCBf,0x0000000000001fF3684f28c67538d4D072C22734,223126,11239018967,1
Stepn_GST,21150487,2024-11-09 13:46:35,9e5d1b2e43b98439ead4e331fabeb4bbb719f6032e5dc8c315b9477f5cb2a230,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52359,10687387442,1
Stepn_GST,21150601,2024-11-09 14:09:47,710eafef74d7ac06bc684bed0b1eaa954cb269d04bd01030f304b459e698f2c8,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52347,15171607569,1
Stepn_GST,21150654,2024-11-09 14:20:23,4c87ba1011d57dd54bec06608e5db4d77b15162bc9efa8b7d002f0129fdbb1e8,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52347,15845284987,1
Stepn_GST,21150656,2024-11-09 14:20:47,f6fcc7a876aaf39521f000f5c68c2726207578f48e2c4bafd33dfab9e0614b3d,0x09AE540348caf6D5eEE16d740170DDb10c54D99D,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,176789,16646429211,1
Stepn_GST,21151034,2024-11-09 15:36:47,240a53a8c0eab95a11d821489804fe5392ac0b08312bd098897356f2db96ed99,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,35259,12824124578,1
Stepn_GST,21152137,2024-11-09 19:18:35,514aea0f153130c11e62c22f9b3c3fe6590f1b5ea40af00c2a0229ffe655975d,0xE9ECEB108a5131E6a49f2be60CC989C780a5FC57,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,187500,10284269642,1
Stepn_GST,21152139,2024-11-09 19:18:59,0a89b19bc5f1e2f8950bea4edfc5384aff59fdc7d0c93e90fb999d18fb67bf49,0xE9ECEB108a5131E6a49f2be60CC989C780a5FC57,0x473037de59cf9484632f4A27B509CFE8d4a31404,30459,11366693547,1
Stepn_GST,21153242,2024-11-09 22:59:59,7238f61af7815e2d2028342b9db0e3c5ea4db06086f08126bfcd4cc7320d8fb9,0x0aDc5398C0817d8323d5d82Cd2482E76fb681a2f,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,176789,13928890371,1
Stepn_GST,21155641,2024-11-10 07:01:47,a6085663fe6e460fb2cee1c9057c9be87639f3b66681b53dfc074f616875092b,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52371,12598701874,1
Stepn_GST,21155686,2024-11-10 07:10:47,6da6c7fcd6b554c3baa34c3418c68ed71f7d78618d091a8988fce84041274d34,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52359,10605766125,1
Stepn_GST,21155688,2024-11-10 07:11:11,a1d27b739c53d4527692e16dcac1f8f6d84e9508d56c7edc2eabd0acd9a5d27a,0xfd92C775a838E90546Ad847A93cb49768daDa0B8,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,163682,11408169879,1
Stepn_GST,21155701,2024-11-10 07:13:59,2ee3119c33083ed0cc41204f7e562383a17a2489a5dd036303e572d20c8de657,0xA4A33d36e45aCb2dE738d8D4c0C3E45521872037,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,128416,9715435637,1
Stepn_GST,21156722,2024-11-10 10:38:47,2a8f5218d8aa507d2d67347fbab11ac4195a48b1953ab6207eb6199fe7af0269,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52359,12086126750,1
Stepn_GST,21156725,2024-11-10 10:39:23,054b059afbf45a71c0eb1dc65e077669d4ce737f39dbe0dcee579128f19da33c,0x024b5E32a731c5D7F6381B2e08aC21440E4c06aC,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,163682,11143322021,1
Stepn_GST,21156994,2024-11-10 11:33:23,3cf6170a1fec8e96b39b65ed2814a77031fd7cdab714892b146d8a7868485c71,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52347,15322626189,1
Stepn_GST,21156998,2024-11-10 11:34:11,9d687c49aab37a22cd5687dda2b22619827f9fc04ebb4a954784e23334d4616e,0xaA17b5617170d1c9c39E64A2CE2ACD75cC7fefec,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,180770,16729181997,1
Stepn_GST,21157297,2024-11-10 12:34:11,46499d94af90c6ad72f727a34249426f0b0458535e245f8d9e9d3802be4225d8,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52347,17836257845,1
Stepn_GST,21157300,2024-11-10 12:34:47,c1866fab30e7a58ee9e0cc8dcfa764612664c1443c37853b9e1f67b53584a424,0xd65af09375BB4459f7E61dA8C7D4949F100CA446,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,176789,19688201164,1
Stepn_GST,21157325,2024-11-10 12:39:47,e3d3d3d99f58736088f63c61da322e63527a27f6991718e0ba2637bda259b30b,0x716c323e0bd27210aD6f9bbBF9c0427b095d750f,0x473037de59cf9484632f4A27B509CFE8d4a31404,47547,19291910065,1
Stepn_GST,21157898,2024-11-10 14:34:35,ade244b4bb21b0ac14fdd98b816f357908821201d1de090a74045a7aaa7d8432,0xb83E7834D90151D65fA7abCcB1aA8D520b5B6e0b,0x53e0e51b5Ed9202110D7Ecd637A4581db8b9879F,187500,38359965451,1
Stepn_GST,21157900,2024-11-10 14:34:59,8791c8a600ab34af8283f69c6ee6ebf50c1a31fc9e9f07d4ccea2bf743befe5e,0xb83E7834D90151D65fA7abCcB1aA8D520b5B6e0b,0x473037de59cf9484632f4A27B509CFE8d4a31404,30459,39408689227,1
Stepn_GST,21158728,2024-11-10 17:20:47,91000c9c00c669ee8fdda4406d5adb4fb3e375e1724f21338c9f2515e179c56f,0xeb49f0309Dd219846758D1d4b15a381542182825,0x473037de59cf9484632f4A27B509CFE8d4a31404,52359,21222433183,1
